"BorthwickNora","ConnollyNora","AdaEnglish","GraceGifford","GoreBoothEva","JoanofArc","KathleenLynn","MacSwineyAnnieEithneMuriel","MaryKevinODoherty","ElizabethOFarrell","AgnesOfarrelly","SheehySkeffington","MaryAikenhead","AnneDevlin","MaudGonne","BetsyGray","ElizabethSomers","SarahCurran","LadyGregory","KathleenNiHoulihan","Markievicz","Meadhbh","MrsPearse","MarySpringRice","Victoria","NanoNagle","MarkieviczConstance","Grainne","SaintBrigid","ElizabethI"
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,4,4,5,8,29
