SixteenFortyOne,SeventeenNinetyEight,NineteenSixteen,AmericanIndependence,AngloIrish,AntiCatholicism,BlackandTans,BoerWar,Culloden,Deportation,ElizabethI,Empire,England,Evictions,Executions,Famine,FlightoftheEarls,HenryVIII,IndependenceWar,India,Invasion,Jacobites,JamesII,Kinsale,LandLeague,Landlords,Normans,WilliamOrange,PenalLaws,Persecutions,Plantations,Scotland,Treaty,Union,Wales
28,20,21,5,28,17,6,2,3,16,29,21,75,18,29,30,15,17,14,9,15,42,15,12,13,34,31,23,36,44,29,36,4,16,14
